,sentence,entities
1033,Transl.,['Transl']
1034,Sci.,['Sci']
1035,"doi:10.1021/acsptsci.0c00099
Iadarola, N.",['Iadarola']
1036,"D., Niciu, M.",['Niciu']
1037,"J., Richards, E.",['Richards']
1038,"M., Vande Voort, J.","['Vande', 'Voort']"
1039,"L., Ballard, E.",['Ballard']
1040,"D., Lundin,
N.",['Lundin']
1041,"Ketamine and other N-methyl-D-aspartate receptor antagonists in
the treatment of depression: A perspective review.","['Ketamine', 'receptor']"
1042,Ther.,['Ther']
1043,Adv.,['Adv']
1044,Chronic Dis.,"['Chronic', 'Dis']"
1045,"6, 97 –114.
doi:10.1177/2040622315579059
Inserra, A., Campanale, A., Cheishvili, D., Dymov, S., Wong, A., Marcal, N., et al.
(2022).","['Marcal', 'Inserra', 'Cheishvili', 'Wong', 'Campanale', 'Dymov']"
1046,"Modulation of DNA methylation and protein expression in the prefrontal cortex
by repeated administration of D-lysergic acid diethylamide (LSD): impact onneurotropic, neurotrophic, and neuroplasticity signaling.","['protein', 'Modulation']"
1047,Prog.,['Prog']
1048,"Neuro-
Psychopharmacology Biol.","['Psychopharmacology', 'Neuro', 'Biol']"
1049,"Psychiatry 119, 110594.",['Psychiatry']
1050,"doi:10.1016/j.pnpbp.2022.110594
Jalili-Firoozinezhad, S., Gazzaniga, F.","['Gazzaniga', 'Firoozinezhad', 'Jalili']"
1051,"S., Calamari, E.",['Calamari']
1052,"L., Camacho, D.",['Camacho']
1053,"M.,
Fadel, C.",['Fadel']
1054,"W., Bein, A., et al.",['Bein']
1055,Nat.,['Nat']
1056,Biomed.,['Biomed']
1057,Eng.,['Eng']
1058,"doi:10.1038/
s41551-019-0397-0
Jay, M.",['Jay']
1059,Mescaline: A global history of the ﬁrst psychedelic .,['Mescaline']
1060,"London: Yale
University Press.
Johansen, P., and Krebs, T.","['Press', 'Johansen', 'London', 'Krebs', 'Yale', 'University']"
1061,"How could MDMA (ecstasy) help anxiety
disorders?",['How']
1062,Psychopharmacol.,['Psychopharmacol']
1063,"doi:10.1177/
0269881109102787
Johansson, B., and Rönnbäck, L.",['Johansson']
1064,"Mental fatigue and cognitive impairment
after an almost neurological recovered stroke.",['Mental']
1065,"ISRN Psychiatry 2012, 686425.",['Psychiatry']
1066,"doi:10.
5402/2012/686425
Johnson, J.",['Johnson']
1067,"D., Barnard, D.",['Barnard']
1068,"F., Kulp, A.",['Kulp']
1069,"C., and Mehta, D.",['Mehta']
1070,"Neuroendocrine
regulation of brain cytokines after psychological stress.","['cytokine', 'Neuroendocrine']"
1071,Endocr.,['Endocr']
1072,Soc.,['Soc']
1073,"3, 1302 –1320.
doi:10.1210/js.2019-00053
Johnson, M.",['Johnson']
1074,"W., Richards, W., and Grif ﬁths, R.","['Richards', 'Grif']"
1075,"Human hallucinogen
research: guidelines for safety.",['Human']
1076,Psychopharmacol.,['Psychopharmacol']
1077,"doi:10.1177/
0269881108093587
Jones, J.",['Jones']
1078,"L., Mateus, C.",['Mateus']
1079,"F., Malcolm, R.",['Malcolm']
1080,"J., Brady, K.",['Brady']
1081,"T., and Back, S.",['Back']
1082,"Front.
Psychiatry 9, 277.","['Front', 'Psychiatry']"
1083,"doi:10.3389/fpsyt.2018.00277
Joo, I.",['Joo']
1084,"L., Lai, A.",['Lai']
1085,"Y., Bazzigaluppi, P., Koletar, M.","['Koletar', 'Bazzigaluppi']"
1086,"M., Dorr, A., Brown, M.","['Brown', 'Dorr']"
1087,"Early neurovascular dysfunction in a transgenic rat model of Alzheimer ’s
disease.","['Early', 'alzheimer', 'Alzheimer']"
1088,Sci.,['Sci']
1089,Rep.,['Rep']
1090,"doi:10.1038/srep46427
Kaplan, G.",['Kaplan']
1091,"B., Leite-Morris, K.","['Morris', 'Leite']"
1092,"A., Wang, L., Rumbika, K.","['Wang', 'Rumbika']"
1093,"K., Heinrichs, S.",['Heinrichs']
1094,"C., Zeng,
X., et al.",['Zeng']
1095,Pathophysiological bases of comorbidity: Traumatic brain injury andpost-traumatic stress disorder.,"['Traumatic', 'Pathophysiological']"
1096,"Neurotrauma 35, 210 –225.",['Neurotrauma']
1097,"doi:10.1089/neu.2016.4953
Kasture, A., El-Kasaby, A., Szöll ősi, D., Asjad, H.","['Asjad', 'Kasture', 'Kasaby']"
1098,"M., Grimm, A., Stockner, T., et al.
(2016).","['Stockner', 'Grimm']"
1099,"Functional rescue of a misfolded Drosophila melanogaster dopamine transporter
mutant associated with a sleepless phenotype by pharmacological chaperones.","['Drosophila', 'Functional']"
1100,"Biol.
Chem.","['Chem', 'Biol']"
1101,"doi:10.1074/jbc.M116.737551
Katchborian-Neto, A., Santos, W.","['Katchborian', 'Neto', 'Santos']"
1102,"A., Murgu, M.,
Martins, T.","['Murgu', 'Martins']"
1103,"Neuroprotective potential of ayahuasca and untargeted
metabolomics analyses: applicability to Parkinson ’s disease.","['Neuroprotective', 'parkinson', 'Parkinson']"
1104,Ethnopharmacol.,['Ethnopharmacol']
1105,"doi:10.1016/j.jep.2020.112743
Kay, D., and Martin, W.","['Kay', 'Martin']"
1106,"Psychopharmacology 58, 223 –228.",['Psychopharmacology']
1107,"doi:10.
1007/BF00427383
Keefer, L., Ballou, S.","['Keefer', 'Ballou']"
1108,"K., Drossman, D.",['Drossman']
1109,"A., Ringstrom, G., Elsenbruch, S., and Ljótsson, B.
(2022).","['Elsenbruch', 'Ringstrom']"
1110,"A Rome Working team report on brain-gut behavior therapies for disorders of gut-
brain interaction.","['Working', 'Rome']"
1111,"Gastroenterology 162, 300 –315.",['Gastroenterology']
1112,"doi:10.1053/j.gastro.2021.09.015
Kim, H.",['Kim']
1113,"J., Huh, D., Hamilton, G., and Ingber, D.","['Hamilton', 'Ingber', 'Huh']"
1114,"Human gut-on-a-chip
inhabited by microbial ﬂora that experiences intestinal peristalsis-like motions and ﬂow.
Lab.","['Human', 'Lab']"
1115,"Chip 12, 2165 –2174.",['Chip']
1116,"doi:10.1039/c2lc40074j
Kim, H.",['Kim']
1117,"J., and Ingber, D.",['Ingber']
1118,"Gut-on-a-Chip microenvironment induces
human intestinal cells to undergo villus differentiation.","['Chip', 'Gut']"
1119,Integr.,['Integr']
1120,Biol.,['Biol']
1121,"(United Kingdom) 5,
1130 –1140.","['Kingdom', 'United']"
1122,"doi:10.1039/c3ib40126j
Kim, H.",['Kim']
1123,"J., Li, H., Collins, J.",['Collins']
1124,"J., and Ingber, D.",['Ingber']
1125,"Contributions of microbiome
and mechanical deformation to intestinal bacterial overgrowth and in ﬂammation in a
human gut-on-a-chip.",['Contributions']
1126,Proc.,['Proc']
1127,Natl.,['Natl']
1128,Acad.,['Acad']
1129,Sci.,['Sci']
1130,"doi:10.1073/pnas.
1522193112
Kim, T.",['Kim']
1131,"Y., Kim, S.",['Kim']
1132,"J., Chung, H.",['Chung']
1133,"G., Choi, J.",['Choi']
1134,"H., Kim, S.",['Kim']
1135,"H., and Kang, J.",['Kang']
1136,"(2017).
Epigenetic alterations of the BDNF gene in combat-related post-traumatic stressdisorder.","['Epigenetic', 'gene']"
1137,Acta Psychiatr.,"['Psychiatr', 'Acta']"
1138,Scand.,['Scand']
1139,"doi:10.1111/acps.12675
Frontiers in Pharmacology frontiersin.org 26Acero et al.","['Pharmacology', 'Frontiers']"
1140,"10.3389/fphar.2023.1240295 Klengel, T., Dias, B.","['Klengel', 'Dias']"
1141,"G., and Ressler, K.",['Ressler']
1142,"Models of intergenerational and
transgenerational transmission of risk for psychopathology in mice.
Neuropsychopharmacology 41, 219 –231.","['Neuropsychopharmacology', 'Models', 'gene']"
1143,"doi:10.1038/npp.2015.249
Kokiko-Cochran, O.","['Kokiko', 'Cochran']"
1144,"N., and Godbout, J.",['Godbout']
1145,"The in ﬂammatory continuum of
traumatic brain injury and Alzheimer ’s disease.","['alzheimer', 'The', 'Alzheimer']"
1146,Front.,['Front']
1147,Immunol.,['Immunol']
1148,"doi:10.3389/
ﬁmmu.2018.00672
Koz łowska, U., Aleksandra, K., Wiat, K., and Figiel, M.","['Figiel', 'Wiat', 'Koz', 'Aleksandra']"
1149,"The DMT and psilocin
treatment changes CD11b+ activated microglia immunological phenotype.",['The']
1150,"doi:10.1101/2021.03.07.434103
Krishna, G., Agrawal, R., Zhuang, Y., Ying, Z., Paydar, A., Harris, N.","['Zhuang', 'Paydar', 'Ying', 'Harris', 'Krishna', 'Agrawal']"
1151,Biochim.,['Biochim']
1152,Biophys.,['Biophys']
1153,"Acta
Mol.","['Mol', 'Acta']"
1154,Basis Dis.,"['Dis', 'Basis']"
1155,"doi:10.1016/j.bbadis.2017.03.007
Krupitsky, E., Burakov, A., Romanova, T., Dunaevsky, I., Strassman, R., and
Grinenko, A.","['Dunaevsky', 'Grinenko', 'Krupitsky', 'Burakov', 'Romanova', 'Strassman']"
1156,"Ketamine psychotherapy for heroin addiction: immediate
effects and two-year follow-up.",['Ketamine']
1157,Subst.,['Subst']
1158,Abuse Treat.,"['Abuse', 'Treat']"
1159,"doi:10.1016/
s0740-5472(02)00275-1
Krystal, J.",['Krystal']
1160,"H., Abdallah, C.",['Abdallah']
1161,"G., Averill, L.",['Averill']
1162,"A., Kelmendi, B., Harpaz-Rotem, I.,
Sanacora, G., et al.","['Sanacora', 'Harpaz', 'Rotem', 'Kelmendi']"
1163,Synaptic loss and the pathophysiology of PTSD:implications for ketamine as a prototype novel therapeutic.,['Synaptic']
1164,Curr.,['Curr']
1165,Psychiatry Rep.,"['Rep', 'Psychiatry']"
1166,"doi:10.1007/s11920-017-0829-z
Kunos, G., and Pacher, P.","['Kunos', 'Pacher']"
1167,Cannabinoids cool the intestine.,['Cannabinoids']
1168,Nat.,['Nat']
1169,Med.,['Med']
1170,"23, 1 –7.
doi:10.1038/nm0704-678
Kuypers, K.",['Kuypers']
1171,"Psychedelic medicine: the biology underlying the persisting
psychedelic effects.",['Psychedelic']
1172,Med.,['Med']
1173,"Hypotheses 125, 21 –24.",['Hypotheses']
1174,"doi:10.1016/j.mehy.2019.02.029
Kyzar, E.",['Kyzar']
1175,"J., Nichols, C.",['Nichols']
1176,"D., Gainetdinov, R.",['Gainetdinov']
1177,"R., Nichols, D.",['Nichols']
1178,"E., and Kalueff, A.",['Kalueff']
1179,Psychedelic drugs in biomedicine.,['Psychedelic']
1180,Trends Pharmacol.,"['Pharmacol', 'Trends']"
1181,Sci.,['Sci']
1182,"C., Cullen, D.",['Cullen']
1183,"J., and Cargill, R.",['Cargill']
1184,"High rate
shear strain of three-dimensional neural cell cultures: A new in vitro traumatic brain
injury model.",['High']
1185,Biomech.,['Biomech']
1186,"doi:10.1016/j.jbiomech.2004.05.032
Lee, B., and Dong, Y.","['Dong', 'Lee']"
1187,"Cocaine-induced metaplasticity in the nucleus
accumbens: silent synapse and beyond.",['Cocaine']
1188,"Neuropharmacology 61, 1060 –1069.",['Neuropharmacology']
1189,"doi:10.
1016/j.neuropharm.2010.12.033
Lee, C.",['Lee']
1190,"H., and Giuliani, F.",['Giuliani']
1191,"The role of in ﬂammation in depression and fatigue.
Front.","['Front', 'The']"
1192,Immunol.,['Immunol']
1193,"doi:10.3389/ ﬁmmu.2019.01696
Lee, M.",['Lee']
1194,Acid dreams: A complete social history of the 1960s .,['Acid']
1195,"Berlin,
Germany: Springer.
Lewis, C.","['Germany', 'Berlin', 'Lewis', 'Springer']"
1196,"R., Tafur, J., Spencer, S., Green, J.","['Spencer', 'Tafur', 'Green']"
1197,"M., Harrison, C., Kelmendi, B., et al.
(2023b).","['Kelmendi', 'Harrison']"
1198,"Pilot study suggests DNA methylation of the glucocorticoid receptor gene
(NR3C1) is associated with MDMA-assisted therapy treatment response for severe
PTSD.","['receptor', 'gene', 'Pilot']"
1199,Front.,['Front']
1200,"Psychiatry 14, 959590 –959610.",['Psychiatry']
1201,"doi:10.3389/fpsyt.2023.959590
Lewis, S.",['Lewis']
1202,"P., Bonniwell, E.",['Bonniwell']
1203,"M., Lanham, J.",['Lanham']
1204,"K., Ghaffari, A., Sheshbaradaran, H., Cao, A.
B., et al.","['Sheshbaradaran', 'Ghaffari', 'Cao']"
1205,Cell Rep.,"['Rep', 'Cell']"
1206,"P., Wang, Y.",['Wang']
1207,"L., Zhang, Y.",['Zhang']
1208,"P., Deng, G., Ding, W.","['Deng', 'Ding']"
1209,"(2018).
Analogous β-carboline alkaloids harmaline and harmine ameliorate scopolamine-induced
cognition dysfunction by attenuating acetylcholinesterase activity, oxidative stress, and
inﬂammation in mice.",['Analogous']
1210,Front.,['Front']
1211,Pharmacol.,['Pharmacol']
1212,"doi:10.3389/fphar.2018.00346
Liu, X., Li, M., Tan, S., Wang, C., Fan, S., and Huang, C.","['Fan', 'Liu', 'Wang', 'Tan', 'Huang']"
1213,"Harmine is an
inﬂammatory inhibitor through the suppression of NF- κB signaling.",['Harmine']
1214,Biochem.,['Biochem']
1215,"Biophys.
Res.","['Res', 'Biophys']"
1216,Commun.,['Commun']
1217,"doi:10.1016/j.bbrc.2017.05.126
Ly, C., Greb, A.",['Greb']
1218,"C., Cameron, L.",['Cameron']
1219,"P., Wong, J.",['Wong']
1220,"M., Barragan, E.",['Barragan']
1221,"V., Wilson, P.",['Wilson']
1222,Psychedelics promote structural and functional neural plasticity.,['Psychedelics']
1223,Cell Rep.,"['Rep', 'Cell']"
1224,"doi:10.1016/j.celrep.2018.05.022
Mushtaq, R., Shoib, S., Shah, T., and Mushtaq, S.","['Shah', 'Shoib', 'Mushtaq']"
1225,"Relationship between
loneliness, psychiatric disorders and physical health?",['Relationship']
1226,Clin.,['Clin']
1227,Diagn.,['Diagn']
1228,Res.,['Res']
1229,"doi:10.7860/JCDR/2014/
10077.4828
Maleki, N., Becerra, L., and Borsook, D.","['Borsook', 'Maleki', 'Becerra']"
1230,"Migraine: maladaptive brain
responses to stress.",['Migraine']
1231,Headache J.,['Headache']
1232,Head.,['Head']
1233,"Face Pain 52, 102 –106.","['Pain', 'Face']"
1234,"doi:10.1111/j.1526-
4610.2012.02241.x
Marek, S., Tervo-Clemmens, B., Calabro, F.","['Marek', 'Clemmens', 'Tervo', 'Calabro']"
1235,"J., Montez, D.",['Montez']
1236,"F., Kay, B.",['Kay']
1237,"P., Hatoum, A.
S., et al.",['Hatoum']
1238,"Reproducible brain-wide association studies require thousands of
individuals.",['Reproducible']
1239,"Nature 603, 654 –660.",['Nature']
1240,"doi:10.1038/s41586-022-04492-9
Martin, D.",['Martin']
1241,"A., and Nichols, C.",['Nichols']
1242,"Psychedelics recruit multiple cellular types
and produce complex transcriptional responses within the brain.",['Psychedelics']
1243,"doi:10.1016/j.ebiom.2016.08.049
Marton, S., González, B., Rodríguez-Bottero, S., Miquel, E., Martínez-Palma, L.,
Pazos, M., et al.","['Marton', 'Bottero', 'Pazos', 'Miquel', 'Palma']"
1244,"Ibogaine administration modi ﬁes GDNF and BDNF expression
in brain regions involved in mesocorticolimbic and nigral dopaminergic circuits.",['Ibogaine']
1245,"Front.
Pharmacol.","['Front', 'Pharmacol']"
1246,"doi:10.3389/fphar.2019.00193
Mason, N.",['Mason']
1247,"L., Mischler, E., Uthaug, M.","['Uthaug', 'Mischler']"
1248,"V., and Kuypers, K.",['Kuypers']
1249,"Sub-acute
effects of psilocybin on empathy, creative thinking, and subjective well-being.
J.",['Sub']
1250,Psychoact.,['Psychoact']
1251,"Drugs 51, 123 –134.",['Drugs']
1252,"M., and Hoffman, J.",['Hoffman']
1253,"Serotonin signalling in the gut-functions,
dysfunctions and therapeutic targets.",['Serotonin']
1254,Nat.,['Nat']
1255,Rev.,['Rev']
1256,Gastroenterol.,['Gastroenterol']
1257,Hepatol.,['Hepatol']
1258,"10, 473 –486.
doi:10.1038/nrgastro.2013.105
Maydych, V.",['Maydych']
1259,"The interplay between stress, in ﬂammation, and emotional
attention: relevance for depression.",['The']
1260,Front.,['Front']
1261,Neurosci.,['Neurosci']
1262,"doi:10.3389/fnins.
2019.00384
Mazhar Asjad, H.","['Mazhar', 'Asjad']"
1263,"M., Kasture, A., El-Kasaby, A., Sackel, M., Hummel, T., Freissmuth,
M., et al.","['Hummel', 'Kasture', 'Freissmuth', 'Kasaby', 'Sackel']"
1264,"Pharmacochaperoning in a Drosophila model system rescues human
dopamine transporter variants associated with infantile/juvenile parkinsonism.","['Pharmacochaperoning', 'Drosophila', 'parkinson']"
1265,"Biol.
Chem.","['Chem', 'Biol']"
1266,"W., Knudsen, G.",['Knudsen']
1267,"M., Barrett, F.",['Barrett']
1268,"S., Doss, M.",['Doss']
1269,"K., Carhart-Harris, R.","['Carhart', 'Harris']"
1270,"L.,
Rosas, F.",['Rosas']
1271,"Psychedelic resting-state neuroimaging: A review and
perspective on balancing replication and novel analyses.",['Psychedelic']
1272,Neurosci.,['Neurosci']
1273,Biobehav.,['Biobehav']
1274,"Rev.
138, 104689.",['Rev']
1275,"doi:10.1016/j.neubiorev.2022.104689
Mclennan, G.",['Mclennan']
1276,"P., Kiss, A., Miyatake, M., Belcheva, M.","['Belcheva', 'Miyatake', 'Kiss']"
1277,"M., Chambers, K.",['Chambers']
1278,"T., Pozek, J.",['Pozek']
1279,Kappa opioids promote the proliferation of astrocytes via Gbetagammaand beta-arrestin 2-dependent MAPK-mediated pathways.,"['Kappa', 'Gbetagammaand']"
1280,"Animals 107, 1753 –1765.
doi:10.1111/j.1471-4159.2008.05745.x
Menyhárt, Á., Zölei-Szénási, D., Puskás, T., Makra, P., Orsolya, M.","['Orsolya', 'Animals', 'Makra']"
1281,"T., Szepes, B.",['Szepes']
1282,"Spreading depolarization remarkably exacerbates ischemia-induced tissue
acidosis in the young and aged rat brain.",['Spreading']
1283,Sci.,['Sci']
1284,Rep.,['Rep']
1285,"doi:10.1038/s41598-
017-01284-4
Miller, M., Kiverstein, J., and Rietveld, E.","['Kiverstein', 'Rietveld', 'Miller']"
1286,"Embodying addiction: A predictive
processing account.",['Embodying']
1287,Brain Cogn.,"['Cogn', 'Brain']"
1288,"doi:10.1016/j.bandc.2019.105495
Min, S., Kim, S., and Cho, S.","['Cho', 'Kim', 'Min']"
1289,"Gastrointestinal tract modeling using
organoids engineered with cellular and microbiota niches.",['Gastrointestinal']
1290,Exp.,['Exp']
1291,Mol.,['Mol']
1292,Med.,['Med']
1293,"52, 227 –237.
doi:10.1038/s12276-020-0386-0
Mitchell, J.",['Mitchell']
1294,"M., Bogenschutz, M., Lilienstein, A., Harrison, C., Kleiman, S., Parker-
Guilbert, K., et al.","['Harrison', 'Parker', 'Lilienstein', 'Kleiman', 'Bogenschutz', 'Guilbert']"
1295,Nat.,['Nat']
1296,Med.,['Med']
1297,"doi:10.1038/
s41591-021-01336-3
Mithoefer, M.",['Mithoefer']
1298,"C., Feduccia, A.",['Feduccia']
1299,"A., Jerome, L., Mithoefer, A., Wagner, M., Walsh, Z.,
et al.","['Mithoefer', 'Jerome', 'Wagner', 'Walsh']"
1300,Psychopharmacol.,['Psychopharmacol']
1301,Berl.,['Berl']
1302,",
Yazar-Klosinski, B., et al.","['Klosinski', 'Yazar']"
1303,"Durability of improvement in post-traumatic
stress disorder symptoms and absence of harmful effects or drug dependency after
3,4- methylenedioxymethamphetamine- assisted psychotherapy: A prospective
long-term follow-up study.",['Durability']
1304,Psychopharmacol.,['Psychopharmacol']
1305,"doi:10.1177/
0269881112456611
Moloudizargari, M., Mikaili, P., Aghajanshakeri, S., Asghari, M., and Shayegh, J.
(2013).","['Moloudizargari', 'Shayegh', 'Asghari', 'Aghajanshakeri', 'Mikaili']"
1306,"Pharmacological and therapeutic effects of Peganum harmala and its main
alkaloids.","['Pharmacological', 'Peganum']"
1307,Pharmacogn.,['Pharmacogn']
1308,Rev.,['Rev']
1309,"doi:10.4103/0973-7847.120524
Morais, L.",['Morais']
1310,"H., Schreiber, H.",['Schreiber']
1311,"L., and Mazmanian, S.",['Mazmanian']
1312,"The gut
microbiota –brain axis in behaviour and brain disorders.",['The']
1313,Nat.,['Nat']
1314,Rev.,['Rev']
1315,Microbiol.,['Microbiol']
1316,"doi:10.1038/s41579-020-00460-0
Morales-Garcia, J.","['Morales', 'Garcia']"
1317,"A., Calleja-Conde, J., Lopez-Moreno, J.","['Conde', 'Lopez', 'Moreno', 'Calleja']"
1318,"A., Alonso-Gil, S., Sanz-
SanCristobal, M., Riba, J., et al.","['Riba', 'Sanz', 'Gil', 'Alonso']"
1319,"N,N-dimethyltryptamine compound found in
the hallucinogenic tea ayahuasca, regulates adult neurogenesis in vitro and in vivo .
Transl.","['Transl', 'gene']"
1320,"Psychiatry 10, 331.",['Psychiatry']
1321,"doi:10.1038/s41398-020-01011-0
Morley, K.",['Morley']
1322,"(+/-)-3,4-
methylenedioxymethamphetamine (MDMA, ’Ecstasy ’) increases social interaction in
rats.",['Ecstasy']
1323,Eur.,['Eur']
1324,Pharmacol.,['Pharmacol']
1325,"doi:10.1016/s0014-2999(00)00749-4
Mosini, A.",['Mosini']
1326,"L., Foresti, M.",['Foresti']
1327,"L., Valeriano, R.",['Valeriano']
1328,"S., Garzon, E., and Mello, L.
E.","['Mello', 'Garzon']"
1329,"Modeling of post-traumatic epilepsy and experimental research aimed at its
prevention.","['epilepsy', 'Modeling']"
1330,Braz.,['Braz']
1331,Med.,['Med']
1332,Biol.,['Biol']
1333,Res.,['Res']
1334,"doi:10.1590/1414-
431X202010656
Müller, F., Dolder, P.",['Dolder']
1335,"C., Schmidt, A., Liechti, M.","['Schmidt', 'Liechti']"
1336,"E., and Borgwardt, S.",['Borgwardt']
1337,"Altered
network hub connectivity after acute LSD administration.",['Altered']
1338,NeuroImage Clin.,['Clin']
1339,"In ﬂammation in schizophrenia: Pathogenetic aspects and
therapeutic considerations.","['schizophrenia', 'gene', 'Pathogenetic']"
1340,Schizophr.,['Schizophr']
1341,Bull.,['Bull']
1342,"doi:10.1093/schbul/sby024
Naples, M.",['Naples']
1343,"Demeter ’s daughters: how the myth of the captured bride helped
spur feminine consciousness in ancient Greece.","['Greece', 'Demeter']"
1344,Grad.,['Grad']
1345,"Master ’s Theses, Capst.
Culminating Proj.","['Theses', 'Proj', 'Master', 'Capst', 'Culminating']"
1346,"doi:10.33015/dominican.edu/2013.hum.02
Nardou, R., Lewis, E.","['Lewis', 'Nardou']"
1347,"M., Rothhaas, R., Xu, R., Yang, A., Boyden, E., et al.","['Yang', 'Boyden', 'Rothhaas']"
1348,"(2019).
Oxytocin-dependent reopening of a social reward learning critical period with MDMA.
Nature 569, 116 –120.","['Nature', 'Oxytocin']"
1349,"doi:10.1038/s41586-019-1075-9
Nardou, R., Sawyer, E., Song, Y.","['Song', 'Sawyer', 'Nardou']"
1350,"J., Wilkinson, M., Padovan-Hernandez, Y., de Deus,
J.","['Wilkinson', 'Deus', 'Padovan', 'Hernandez']"
1351,Psychedelics reopen the social reward learning critical period.,['Psychedelics']
1352,"Nature
618, 790 –798.",['Nature']
1353,"doi:10.1038/s41586-023-06204-3
Nau, F., Miller, J., Saravia, J., Ahlert, T., Yu, B., Happel, K.","['Ahlert', 'Miller', 'Saravia', 'Happel', 'Nau']"
1354,"Serotonin 5-
HT ₂receptor activation prevents allergic asthma in a mouse model.","['receptor', 'Serotonin']"
1355,Physiol.,['Physiol']
1356,"-
Lung Cell.","['Cell', 'Lung']"
1357,Mol.,['Mol']
1358,Physiol.,['Physiol']
1359,"doi:10.1152/ajplung.00138.2013
Frontiers in Pharmacology frontiersin.org 27Acero et al.","['Pharmacology', 'Frontiers']"
1360,"10.3389/fphar.2023.1240295 Nau, F., Yu, B., Martin, D., and Nichols, C.","['Martin', 'Nichols', 'Nau']"
1361,"Serotonin 5-HT2A receptor
activation blocks TNF- αmediated in ﬂammation in vivo .PLoS One 8, e75426 –e75429.
doi:10.1371/journal.pone.0075426
Neelkantan, N., Mikhaylova, A., Stewart, A.","['Mikhaylova', 'Stewart', 'One', 'Neelkantan', 'receptor', 'Serotonin']"
1362,"M., Arnold, R., Gjeloshi, V.,
Kondaveeti, D., et al.","['Arnold', 'Gjeloshi', 'Kondaveeti']"
1363,"Perspectives on zebra ﬁsh models of hallucinogenic
drugs and related psychotropic compounds.",['Perspectives']
1364,ACS Chem.,['Chem']
1365,Neurosci.,['Neurosci']
1366,"4, 1137 –1150.
doi:10.1021/cn400090q
Nichols, C.",['Nichols']
1367,"Psychedelics as potent anti-in ﬂammatory therapeutics.
Neuropharmacology 219, 109232.","['Psychedelics', 'Neuropharmacology']"
1368,"doi:10.1016/j.neuropharm.2022.109232
Nichols, C.",['Nichols']
1369,"D., and Sanders-Bush, E.","['Sanders', 'Bush']"
1370,"A single dose of lysergic acid
diethylamide in ﬂuences gene expression patterns within the mammalian brain.
Neuropsychopharmacology 26, 634 –642.","['Neuropsychopharmacology', 'gene']"
1371,"doi:10.1016/S0893-133X(01)00405-5
Nirzhor, S.",['Nirzhor']
1372,"R., Khan, R.",['Khan']
1373,"I., and Neelotpol, S.",['Neelotpol']
1374,"The biology of glial cells and
their complex roles in Alzheimer ’s disease: new opportunities in therapy.","['alzheimer', 'The', 'Alzheimer']"
1375,"Biomolecules
8, 93 –21.",['Biomolecules']
1376,"doi:10.3390/biom8030093
Noorani, T., Garcia-Romeu, A., Swift, T.","['Noorani', 'Swift', 'Romeu', 'Garcia']"
1377,"C., Grif ﬁths, R.",['Grif']
1378,"R., and Johnson, M.",['Johnson']
1379,"Psychedelic therapy for smoking cessation: Qualitative analysis of participant
accounts.","['Qualitative', 'Psychedelic']"
1380,Psychopharmacol.,['Psychopharmacol']
1381,"doi:10.1177/0269881118780612
Nudo, R.",['Nudo']
1382,Recovery after brain injury: Mechanisms and principles.,"['Recovery', 'Mechanisms']"
1383,"Front.
Hum.","['Front', 'Hum']"
1384,Neurosci.,['Neurosci']
1385,"doi:10.3389/fnhum.2013.00887
Olson, D.",['Olson']
1386,"Psychoplastogens: A promising class of plasticity-promoting
neurotherapeutics.",['Psychoplastogens']
1387,Exp.,['Exp']
1388,Neurosci.,['Neurosci']
1389,"doi:10.1177/
1179069518800508
Olson, D.",['Olson']
1390,"The subjective effects of psychedelics may not Be necessary for
their enduring therapeutic effects.",['The']
1391,ACS Pharmacol.,['Pharmacol']
1392,Transl.,['Transl']
1393,Sci.,['Sci']
1394,"doi:10.1021/
acsptsci.0c00192
Ornelas, I.",['Ornelas']
1395,"M., Cini, F.",['Cini']
1396,"A., Wießner, I., Marcos, E., Araújo, D.",['Marcos']
1397,"B., Goto-Silva, L., et al.
(2022).","['Goto', 'Silva']"
1398,"Nootropic effects of LSD: behavioral, molecular and computational evidence.
Exp.","['Nootropic', 'Exp']"
1399,Neurol.,['Neurol']
1400,"doi:10.1016/j.expneurol.2022.114148
Osimo, E.",['Osimo']
1401,"F., Pillinger, T., Rodriguez, I.","['Pillinger', 'Rodriguez']"
1402,"M., Khandaker, G.",['Khandaker']
1403,"M., Pariante, C.",['Pariante']
1404,"M., and
Howes, O.",['Howes']
1405,Brain.,['Brain']
1406,Behav.,['Behav']
1407,"Immun.
87, 901 –909.",['Immun']
1408,"doi:10.1016/j.bbi.2020.02.010
Palhano-Fontes, F., Barreto, D., Onias, H., Andrade, K.","['Fontes', 'Palhano', 'Onias', 'Andrade', 'Barreto']"
1409,"C., Novaes, M.",['Novaes']
1410,"M., Pessoa,
J.",['Pessoa']
1411,Rapid antidepressant effects of the psychedelic ayahuasca intreatment-resistant depression: A randomized placebo-controlled trial.,['Rapid']
1412,Psychol.,['Psychol']
1413,"Med.
49, 655 –663.",['Med']
1414,"doi:10.1017/S0033291718001356
Pape, J.",['Pape']
1415,"C., Carrillo-Roa, T., Rothbaum, B.","['Roa', 'Rothbaum', 'Carrillo']"
1416,"O., Nemeroff, C.",['Nemeroff']
1417,"B., Czamara, D., Zannas,
A.","['Zannas', 'Czamara']"
